UK;Artist;Title;SalonDate;SalonNumber;MedalClass;Genre;Technique;Format (WxL);CurrentLocation
39;Böhn, Germann von;Portrait des enfants de Mme A. K…;1849;963;2nd class medal;Portrait;;;
660;Bompard, Maurice;"Etude d'oiseaux ; nature morte";1880;389;3rd class medal;Still Life;Oil on canvas;120cm x 150cm;
661;Bompard, Maurice;Le repos du modèle;1880;390;3rd class medal;Genre Painting;Oil on canvas;225cm x 175cm;Rennes, musée des beaux-arts
376;Bonaparte, Princesse Mathilde;"Une intrigue sous le portique du palais Ducal à Venise, d’après M. Vannutelli ; aquarelle";1865;2653;Unique medal;Genre Painting;Watercolour;;
375;Bonaparte, Princesse Mathilde;"Tête de jeune fille ; aquarelle";1865;2654;Unique medal;Genre Painting;Watercolour;;
1477;Bonheur, Auguste;Un repastil aux environs de Mauriac, (Cantal);1852;132;3rd class medal;Genre Painting;;;
1476;Bonheur, Auguste;"Intérieur de forêt ; Fontainebleau";1852;133;3rd class medal;Landscape;;;
1475;Bonheur, Auguste;Côtes de Brageac (Cantal);1852;134;3rd class medal;Landscape;;;
1478;Bonheur, Auguste;Paysage, souvenir de la Basse-Bretagne;1857;270;Rappel of 3rd class medal;Landscape;;;
1483;Bonheur, Auguste;"Troupeau de vaches ; souvenir des Pyrénées";1859;291;2nd class medal;Genre Painting;;;
1479;Bonheur, Auguste;"Le passage du gué ; souvenir du Mont-Dore";1859;292;2nd class medal;Genre Painting;;;
1480;Bonheur, Auguste;"L’abreuvoir ; souvenir de Bretagne";1859;293;2nd class medal;Genre Painting;;;
1481;Bonheur, Auguste;"Paysage ; effet d’automne";1859;294;2nd class medal;Landscape;;;
1482;Bonheur, Auguste;Troupeau dans un chemin breton;1859;295;2nd class medal;Genre Painting;;;
1485;Bonheur, Auguste;L’arrivée à la foire (Auvergne);1861;317;1st class medal;Genre Painting;;;
1486;Bonheur, Auguste;Rencontre de deux troupeaux dans les Pyrénées;1861;318;1st class medal;Genre Painting;Oil on canvas;248cm x 350cm;
1484;Bonheur, Auguste;La sortie du pâturage (Auvergne);1861;319;1st class medal;Genre Painting;;;
1488;Bonheur, Auguste;"Le combat ; souvenir des Pyrénées";1863;197;Rappel of 1st class medal;Genre Painting;Oil on canvas;260cm x 200cm;
1487;Bonheur, Auguste;"La mer ; souvenir de la Basse-Bretagne";1863;198;Rappel of 1st class medal;Landscape;;;
1489;Bonheur, Auguste;"Le ruisseau ; souvenir d’Auvergne";1863;199;Rappel of 1st class medal;Landscape;;;
1490;Bonheur, Rosa;"Boeufs et taureaux ; race du Cantal";1848;460;1st class medal;Genre Painting;;;
1493;Bonheur, Rosa;Moutons au pâturage;1848;461;1st class medal;Genre Painting;;;
1494;Bonheur, Rosa;Pâturage des boeufs de Solers;1848;462;1st class medal;Genre Painting;;;
1491;Bonheur, Rosa;"Chien-courant, race de Vendée ; étude";1848;463;1st class medal;Genre Painting;;;
1492;Bonheur, Rosa;Le meunier cheminant;1848;464;1st class medal;Genre Painting;;;
1495;Bonheur, Rosa;Un bœuf;1848;465;1st class medal;Genre Painting;;;
1496;Bonnat, Léon;Adam et Eve trouvant Abel mort;1861;327;2nd class medal;History Painting;Oil on canvas;250cm x 173cm;Lille, palais des Beaux-arts
1497;Bonnat, Léon;Mariuccia;1861;328;2nd class medal;Genre Painting;;;
1498;Bonnat, Léon;Portrait;1861;329;2nd class medal;Portrait;;;
1500;Bonnat, Léon;Martyre de saint André;1863;201;Rappel of 2nd class medal;History Painting;Oil on canvas;223cm x 302cm;
1501;Bonnat, Léon;Portrait de Mme Jules Labat;1863;202;Rappel of 2nd class medal;Portrait;Oil on canvas;95cm x 122cm;Bayonne, musée Bonnat
1499;Bonnat, Léon;Maria;1863;203;Rappel of 2nd class medal;Genre Painting;;;
1502;Bonnat, Léon;Assomption;1869;265;Medal of honor;History Painting;;;Bayonne, église Saint-André
1503;Bonnefoy, Henry;Juin en Danemark;1880;401;3rd class medal;Landscape;Oil on canvas;200cm x 170cm;Auch, musée des Jacobins
1504;Bonnefoy, Henry;Monsieur, Madame et Bébé;1880;402;3rd class medal;Portrait;;115cm x 170cm;
378;Bonvin, François;La cuisinière;1849;210;3rd class medal;Genre Painting;;;Muhouse, musée des beaux-arts
377;Bonvin, François;Buveurs;1849;211;3rd class medal;Genre Painting;;;
379;Bonvin, François;"Le piano ; esquisse";1849;212;3rd class medal;Genre Painting;;;
382;Bonvin, François;Intérieur d’école de petites filles orphelines;1850-1851;292;2nd class medal;Genre Painting;;;
380;Bonvin, François;Enfant voulant couper une pomme;1850-1851;294;2nd class medal;Genre Painting;;;
383;Bonvin, François;"La peinture ; esquisse";1850-1851;295;2nd class medal;Genre Painting;;;
384;Bonvin, François;La tricoteuse;1850-1851;295;2nd class medal;Genre Painting;;;
386;Bonvin, François;Portrait de femme;1850-1851;296;2nd class medal;Genre Painting;;;
388;Bonvin, François;"Un chandelier ; nature morte";1850-1851;297;2nd class medal;Still Life;;;
389;Bonvin, François;"Une bouilloire ; id. [nature morte]";1850-1851;298;2nd class medal;Still Life;;;
385;Bonvin, François;"Le politiqueur ; dessin";1850-1851;299;2nd class medal;Genre Painting;Drawing;;
387;Bonvin, François;Trois dessins dans le même cadre;1850-1851;300;2nd class medal;Genre Painting;Drawing;;
381;Bonvin, François;Id. id. [Trois dessins dans le même cadre];1850-1851;301;2nd class medal;Genre Painting;Drawing;;
1016;Bouguereau, William;L'Empereur Napoléon III visitant les inondés de Tarascon;1857;319;1st class medal;History Painting;Oil on canvas;320cm x 200cm;Tarascon, Hotel de Ville
1012;Bouguereau, William;Le retour de Tobie;1857;320;1st class medal;History Painting;Oil on canvas;100cm x 124cm;Dijon, musée des beaux-arts
1011;Bouguereau, William;"Le printemps, peinture à la cire ; décoration d’un salon";1857;321;1st class medal;History Painting;;;
1017;Bouguereau, William;"L’Eté, idem [peinture à la cire ; décoration d’un salon]";1857;322;1st class medal;History Painting;Oil on canvas;102cm x 52cm;Yamanashi, prefectural museum
1015;Bouguereau, William;"L’Amour, idem [peinture à la cire ; décoration d’un salon]";1857;323;1st class medal;History Painting;Oil on canvas;150cm x 270cm;Paris, Ambassade américaine
1014;Bouguereau, William;"L’Amitié, idem [peinture à la cire ; décoration d’un salon]";1857;324;1st class medal;History Painting;Oil on canvas;150cm x 270cm;Paris, Ambassade américaine
1010;Bouguereau, William;"La Fortune, idem [peinture à la cire ; décoration d’un salon]";1857;325;1st class medal;History Painting;Oil on canvas;150cm x 270cm;Paris, Ambassade américaine
1009;Bouguereau, William;"La Danse, peinture à la cire ; décoration d’un salon";1857;326;1st class medal;History Painting;Oil on canvas;181cm x 367cm;Paris, musée d'Orsay
1007;Bouguereau, William;"Arion sur un cheval marin, idem [peinture à la cire ; décoration d’un salon]";1857;327;1st class medal;History Painting;Oil on canvas;112cm x 71cm;Cleveland, Museum of Art
1008;Bouguereau, William;"Bacchante sur une panthère, idem [peinture à la cire ; décoration d’un salon]";1857;328;1st class medal;History Painting;Oil on canvas;112cm x 71cm;Cleveland, Museum of Art
1013;Bouguereau, William;Les quatre heures du jour (plafond);1857;329;1st class medal;History Painting;Oil on canvas;250cm x 250cm;
391;Boulangé, Louis;La lisière d’un bois (forêt des Ardennes);1859;339;3rd class medal;Landscape;;;
390;Boulangé, Louis;Intérieur de forêt (Fontainebleau);1859;340;3rd class medal;Landscape;;;
392;Boulangé, Louis;La prairie à Azanne (Meuse);1859;341;3rd class medal;Landscape;;;
394;Boulangé, Louis;Les laveuses à Azanne (Meuse);1859;342;3rd class medal;Genre Painting;;;
395;Boulangé, Louis;Vue prise aux bords de la Marne, environs de Vitry-le-Français;1859;343;3rd class medal;Landscape;;;
393;Boulangé, Louis;Les gorges d’Apremont (forêt de Fontainebleau);1859;344;3rd class medal;Landscape;;;
1505;Boulanger, Gustave;Jules-César arrivé au Rubicon;1857;336;2nd class medal;History Painting;Oil on canvas;300cm x 312cm;Amiens, musée de Picardie
1506;Boulanger, Gustave;Les Choassa (éclaireurs arabes);1857;337;2nd class medal;Genre Painting;;;
1507;Boulanger, Gustave;Maestro Palestrina;1857;338;2nd class medal;Genre Painting;;;
1508;Boulanger, Gustave;Une répétition dans la maison du poète tragique, à Pompéi;1857;339;2nd class medal;Genre Painting;;;
1509;Boulanger, Gustave;Les rahia (pâtres arabes);1859;347;Rappel of 2nd class medal;Genre Painting;;;
1511;Boulanger, Gustave;Lucrèce;1859;348;Rappel of 2nd class medal;History Painting;;;
1510;Boulanger, Gustave;Lesbie;1859;349;Rappel of 2nd class medal;History Painting;Oil on wood;26cm x 34cm;
1512;Boulanger, Gustave;Jules César marchant en tête de la Xe légion (campagne des Gaules);1863;231;Rappel of 2nd class medal;History Painting;;;
1513;Boulanger, Gustave;Kabils. La déroute;1863;232;Rappel of 2nd class medal;Genre Painting;Oil on canvas;;
1514;Boulanger, Gustave;Portrait de M. E. B. capitaine d’état-major;1863;233;Rappel of 2nd class medal;Portrait;;;
399;Bouquet, Michel;Un soir dans les steppes de la Moldo-Valachie;1848;529;Rappel of 2nd class medal;Landscape;;;
398;Bouquet, Michel;Paysage dans la vallée de Chevreuse, près l'abbaye des Vaux;1848;530;Rappel of 2nd class medal;Landscape;;;
396;Bouquet, Michel;"Paysage ; clair de lune";1848;531;Rappel of 2nd class medal;Landscape;;;
397;Bouquet, Michel;Paysage aux environs de Fontainebleau;1848;532;Rappel of 2nd class medal;Landscape;;;
400;Bouquet, Michel;"Paysage : les dernières feuilles d'automne ; pastel";1848;533;Rappel of 2nd class medal;Landscape;Pastel;;
401;Bouquet, Michel;"Paysage : souvenir de Normandie ; pastel";1848;534;Rappel of 2nd class medal;Landscape;Pastel;;
1516;Bourgeois, Urbain;Saint-Sébastien;1877;284;3rd class medal;History Painting;Oil on canvas;135cm x 220cm;Avranches, basilique St Gervais St Protais
1515;Bourgeois, Urbain;Portraits de MM. Henry et Louis D…;1877;285;3rd class medal;Portrait;;;
1517;Bourgeois, Urbain;Portrait de Mme ***;1880;462;2nd class medal;Portrait;;40cm x 55cm;
1519;Boutet de Monvel, Louis-Maurice;Portrait de Mme de M…;1878;1624;3rd class medal;Portrait;;;
1518;Boutet de Monvel, Louis-Maurice;Le bon Samaritain;1878;1625;3rd class medal;History Painting;Oil on canvas;191cm x 114cm;Orléans, musée des beaux-arts
1520;Boutet de Monvel, Louis-Maurice;La leçon avant le sabbat;1880;2700;2nd class medal;Genre Painting;;193cm x 218cm;
1521;Boutet de Monvel, Louis-Maurice;"Sur les hauts plateaux ; Algérie";1880;2701;2nd class medal;Landscape;;147cm x 120cm;
1523;Bouvier, Laurent;Le Printemps;1870;358;Unique medal;NK;Oil on canvas;67cm x 166cm;Paris, musée des Arts décoratifs
1524;Bouvier, Laurent;Le ruisseau de Tréry, à Vinay (Isère);1870;359;Unique medal;Landscape;;;
1522;Bouvier, Laurent;"Alphée et Aréthuse ; pastel";1870;3141;Unique medal;History Painting;Pastel;;
1525;Bracquemond, Félix;Deux gravures à l’eau-forte : Portrait d’homme. Canard sauvage;1866;3099;Unique medal;NK;Etching;;
1526;Bramtot, Alfred-Henri;L'Amour transi;1879;400;3rd class medal;History Painting;;;
1527;Bramtot, Alfred-Henri;Portrait du vicomte O. de S. M…;1879;401;3rd class medal;Portrait;;;
1530;Brandon, Édouard;Le dimanche de la plèbe romaine au Transtévère;1865;286;Unique medal;Genre Painting;;;
1528;Brandon, Édouard;"Ensemble de peintures murales ; aquarelle";1865;2322;Unique medal;NK;Watercolour;;
1529;Brandon, Édouard;"Frise de l’oratoire de Sainte-Brigitte ; dessin au fusain";1865;2323;Unique medal;NK;Drawing;;
1533;Brandon, Édouard;"Le sermon du Daïan Cardozo ; synagogue d’Amsterdam, le 22 juillet 1866";1867;203;Unique medal;Landscape;;;
1534;Brandon, Édouard;Le soir;1867;204;Unique medal;Landscape;;;
1532;Brandon, Édouard;"Portrait de M. A, Z. ; dessin";1867;1657;Unique medal;Portrait;Drawing;;
1531;Brandon, Édouard;"La prière et la méditation ; carton de vitrail, aquarelle";1867;1658;Unique medal;Genre Painting;Watercolour;;
402;Bremond, Jean;Le Christ consolateur;1863;266;Rappel of 2nd class medal;History Painting;;;
403;Bremond, Jean;Le Christ et les enfants;1863;267;Rappel of 2nd class medal;History Painting;;;
41;Brendel, Albert;La rentrée du labour;1857;374;3rd class medal;Genre Painting;;;
43;Brendel, Albert;Un troupeau fuyant l’orage;1857;375;3rd class medal;Genre Painting;;;
44;Brendel, Albert;Une bergerie à Barbison (Seine-et-Marne);1857;376;3rd class medal;Genre Painting;;;
42;Brendel, Albert;Le pâturage;1857;377;3rd class medal;Genre Painting;;;
45;Brendel, Albert;Départ des champs;1859;405;Rappel of 3rd class medal;Genre Painting;Oil on canvas;160cm x 81cm;Marseille, musée des beaux-arts
47;Brendel, Albert;Ohé ! les petits agneaux;1859;406;Rappel of 3rd class medal;Genre Painting;;;
48;Brendel, Albert;Une bergerie;1859;407;Rappel of 3rd class medal;Genre Painting;;;
46;Brendel, Albert;Groupe de moutons;1859;408;Rappel of 3rd class medal;Genre Painting;;;
50;Brendel, Albert;Parc aux moutons;1861;410;Rappel of 3rd class medal;Genre Painting;;;
51;Brendel, Albert;Rentrée à la ferme;1861;411;Rappel of 3rd class medal;Genre Painting;;;
49;Brendel, Albert;Au plateau de Belle-Croix (forêt de Fontainebleau);1861;412;Rappel of 3rd class medal;Landscape;;;
1535;Brest, Fabius;Les bords du Bosphore à Beïcos (Asie-Mineure);1864;252;Unique medal;Landscape;Oil on canvas;167cm x 101cm;Saintes, musée de l'Echevinage
1536;Brest, Fabius;Un caravansérail à Trébisonde (Asie-Mineure);1864;253;Unique medal;Genre Painting;Oil on canvas;167cm x 113cm;Marseille, musée des beaux-arts
1537;Breton, Émile;Un étang;1866;260;Unique medal;Landscape;Oil on canvas;134cm x 83cm;
1538;Breton, Émile;Effet de lune;1867;210;Unique medal;Landscape;;;
1539;Breton, Émile;Une chaumière;1867;211;Unique medal;Landscape;;;
1541;Breton, Émile;Une source;1868;343;Unique medal;Landscape;Oil on canvas;;Amiens, musée de Picardie
1540;Breton, Émile;La neige;1868;344;Unique medal;Landscape;;;
1542;Breton, Jules;La bénédiction des blés (Artois);1857;381;2nd class medal;Genre Painting;Oil on canvas;318cm x 128cm;Arras, musée des beaux-arts
1544;Breton, Jules;Le rappel des glaneuses (Artois);1859;409;1st class medal;Genre Painting;Oil on canvas;176cm x 90cm;Paris, musée d'Orsay
1545;Breton, Jules;Plantation d’un calvaire;1859;410;1st class medal;Genre Painting;Oil on canvas;250cm x 135cm;Lille, palais des Beaux-arts
1543;Breton, Jules;Le lundi;1859;411;1st class medal;Genre Painting;Oil on canvas;110cm x 76cm;Washington, Mildred Lane Kemper Art Museum
1546;Breton, Jules;Une couturière;1859;412;1st class medal;Genre Painting;Oil on canvas;43cm x 56cm;
1548;Breton, Jules;Le soir;1861;425;Rappel of 1st class medal;Genre Painting;;112cm x 90cm;
1549;Breton, Jules;Les sarcleuses;1861;426;Rappel of 1st class medal;Genre Painting;Oil on canvas;169cm x 94cm;Omaha, Joslyn Art Museum
1547;Breton, Jules;Le colza;1861;427;Rappel of 1st class medal;Genre Painting;Oil on canvas;137cm x 91cm;Washington, Corcoran Art Gallery of Art
1550;Breton, Jules;L’incendie;1861;428;Rappel of 1st class medal;Genre Painting;;;
1552;Breton, Jules;La fontaine;1872;204;Medal of honor;Genre Painting;;;
1551;Breton, Jules;Jeune fille gardant des vaches;1872;205;Medal of honor;Genre Painting;Oil on canvas;173cm x 135cm;
52;Bridgmann, Frederick-Arthur;Les funérailles d'une momie;1877;304;3rd class medal;Genre Painting;;;
1554;Briguiboul, Marcel;Vénus et Adonis;1863;279;3rd class medal;History Painting;;;
1553;Briguiboul, Marcel;"Robespierre dans la salle du Comité de Salut public ; le 10 thermidor an II (1794)";1863;280;3rd class medal;History Painting;Oil on canvas;160cm x 134cm;Castres, musée Goya
405;Brillouin, Louis-Georges;Scène de jeu;1865;301;Unique medal;Genre Painting;;;
404;Brillouin, Louis-Georges;Chasseur;1865;302;Unique medal;Genre Painting;;;
406;Brillouin, Louis-Georges;La lettre de recommandation;1869;330;Unique medal;Genre Painting;;;
407;Brillouin, Louis-Georges;Le libraire ambulant;1869;331;Unique medal;Genre Painting;;;
408;Brillouin, Louis-Georges;Les noces de Georges Dandin;1874;263;3rd class medal;History Painting;;;
409;Brillouin, Louis-Georges;Lindor;1874;264;3rd class medal;Genre Painting;;;
1557;Brion, Gustave;Schlitteurs de la Forêt-Noire;1853;179;2nd class medal;Genre Painting;;;
1556;Brion, Gustave;"Récolte des pommes de terre pendant l’inondation du Rhin en 1852 ; Alsace";1853;180;2nd class medal;Genre Painting;Oil on canvas;132cm x 98cm;Nantes, musée des beaux-arts
1555;Brion, Gustave;"Batteurs en grange ; Alsace";1853;181;2nd class medal;Genre Painting;;;
1559;Brion, Gustave;Porte d’église pendant la messe (Bretagne);1859;417;Rappel of 2nd class medal;Genre Painting;;;
1560;Brion, Gustave;Un enterrement (bords du Rhin);1859;418;Rappel of 2nd class medal;Genre Painting;;;
1558;Brion, Gustave;Le jeu de quilles (forêt Noire);1859;419;Rappel of 2nd class medal;Genre Painting;;;
1563;Brion, Gustave;Siége d’une ville par les Romains, sous J. César. Batterie de balistes et catapultes;1861;438;Rappel of 2nd class medal;History Painting;Oil on canvas;220cm x 145cm;Paris, musée d'Orsay
1564;Brion, Gustave;Une noce en Alsace;1861;439;Rappel of 2nd class medal;Genre Painting;Oil on canvas;124cm x 87cm;Saint Omer, musée de l'hotel Sandelin
1562;Brion, Gustave;Le repas de noce (Alsace);1861;440;Rappel of 2nd class medal;Genre Painting;;;
1561;Brion, Gustave;Le Bénédicité (Alsace);1861;441;Rappel of 2nd class medal;Genre Painting;;;
1565;Brion, Gustave;Jésus et Pierre sur les eaux / (Evangile selon Saint Mathieu, Ch. XIV);1863;284;1st class medal;History Painting;;;
1566;Brion, Gustave;Les pèlerins de Sainte Odile (Alsace);1863;285;1st class medal;Genre Painting;Oil on canvas;200cm x 130cm;Colmar, musée Unterliden
1567;Brion, Gustave;"La lecture de la Bible ; intérieur protestant en Alsace";1868;353;Medal of honor;Genre Painting;;;
1569;Brown, John-Lewis;Imperial military stud. Camp de Châlons, 1864;1865;312;Unique medal;Genre Painting;;;
1570;Brown, John-Lewis;"Le jour de sortie des pensionnaires ; jardin zoologique d’acclimatation";1865;313;Unique medal;Genre Painting;Oil on canvas;57cm x 81cm;Bordeaux, musée des beaux-arts
